"KJENS1AP.CSF.Healthy.3"	"LD1"	"LD2"	"KJENS1AP.CSF.Alz.1"	"KJENS1AP.CSF.Park.3"	"KJENS1AP.CSF.Healthy.1"	"KJENS1AP.CSF.Healthy.4"	"KJENS1AP.CSF.Park.1"	"KJENS1AP.CSF.Alz.2"	"KJENS1RID.Urine.Healthy.2"	"MTEWA1.Serum.Healthy.2"	"MTEWA1.Serum.Healthy.3"	"MTEWA1.Plasma.Healthy.1"	"HDL_ProteinCpx_2"	"HDL_ProteinCpx_1"	"HDL_ProteinCpx_3"	"KJENS1RID.Saliva.Healthy.2"	"DWONG1.Saliva.Gastric.1"	"DWONG1.Saliva.Healthy.2"	"SADA1Ex.Plasma.Healthy.3"	"MTEWA1.Plasma.Healthy.3"	"DWONG1.Saliva.Healthy.3"	"DWONG1.Saliva.Gastric.3"	"KJENS1AP.CSF.Alz.4"	"KJENS1AP.CSF.Healthy.2"	"KJENS1aSAH.CSF.SubHem.1"	"KJENS1AP.CSF.Park.2"	"TPATE1.Plasma.Carcinoma.2"	"TPATE1.Plasma.Healthy.2"	"TPATE1.Plasma.Carcinoma.1"	"TPATE1.Plasma.Healthy.1"	"TPATE1.Plasma.Carcinoma.3"	"TPATE1.Plasma.Healthy.3"	"TPATE1.Plasma.Carcinoma.4"	"KJENS1AP.Serum.Alz.3"	"KJENS1AP.Serum.Park.1"	"KJENS1AP.Serum.Healthy.3"	"KJENS1IVH.CSF.IntHem.1"	"KJENS1aSAH.Plasma.SubHem.1"	"KJENS1RID.Plasma.Healthy.4"	"KJENS1RID.Plasma.Healthy.3"	"SADA1Ex.Plasma.Healthy.1"	"MBITZ1.Urine.NephSyn.1"	"MBITZ1.Urine.NephSyn.2"	"MTEWA1.Plasma.Healthy.2"	"MTEWA1.Serum.Healthy.1"	"KJENS1aSAH.Plasma.SubHem.3"	"KJENS1RID.Plasma.Healthy.2"	"KJENS1RID.Saliva.Healthy.1"	"KJENS1aSAH.CSF.SubHem.2"	"KJENS1AP.Serum.Healthy.2"	"SADA1pMI.Plasma.pMI.1"	"SADA1pMI.Plasma.pMI.2"	"KJENS1aSAH.CSF.SubHem.4"	"KJENS1IVH.CSF.IntHem.3"	"DWONG1.Saliva.Gastric.2"	"DWONG1.Saliva.Healthy.1"	"KJENS1AP.Serum.Park.3"	"SADA1Ex.Plasma.Healthy.2"	"KJENS1aSAH.Plasma.SubHem.2"	"KJENS1RID.Urine.Healthy.1"	"KJENS1RID.Plasma.Healthy.1"	"KJENS1IVH.CSF.IntHem.2"	"KJENS1AP.Serum.Healthy.1"	"KJENS1aSAH.CSF.SubHem.3"	"KJENS1AP.Serum.Alz.1"	"HD1"	"HD2"	"KJENS1AP.Serum.Park.2"	"KJENS1RID.Saliva.Healthy.3"	"KJENS1RID.Urine.Healthy.3"	"KJENS1AP.CSF.Alz.3"	"KJENS1AP.Serum.Alz.2"	"MBITZ1.Urine.NephSyn.3"	"SADA1pMI.Plasma.pMI.3"
"CTD-2044J15.2:lincRNA"	0.00431196350560539	2.27048618741799e-08	0.0166906054211051	8.67361737988404e-19	0.0183330486199355	0.00673808170238147	0.00318680112641385	-4.33680868994202e-19	0.00100656338824278	0	0.174456718808638	0.0553335141959523	0.0630822513683257	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	0.0111560434793407	0.15512288733561	0.217488869945382	0.0394832169364174	0.0442359077825086	0.0342283512774794	0.0526114848631956	0	0.00403353773406717	0.00164959802336197	0.00332044933480574	0.0182087321303533	0.0426029330740695	0.219804351990235	0.0838523594308996	0.0132518807835087	0.0658324950929193	0.0361958108434104	0.0107079220124702	0.00643243769403112	0.00967863838975705	0.00402845722030739	0	0	0.00156985560810535	0.0064392669486189	0	0.0547615746258472	0	0	0.00600857496543539	0.0105981225884072	0.128776986827927	0.0139807564199779	0.058289290892743	0.0459518232283007	0.0602274077920526	0.000833304852542057	0.0337471669534018	0.0182346773862427	0	0.277106224892078	0.208462052322549	0.137802797983949	0.735060200883572	0.471357655528689	0.313552059013935	0.357271535511137	0.267675118574227	0.437221208817591	0.140387475795837	0.145277161517194	0.180962466071289	0.401130654093294	0.224979942127965	0.0271953596691537	0.156580152609249	0.1886259824668	0.93033063961528
"hsa-miR-379-5p"	0.00786869542438869	2.27048618741799e-08	0.0291937168967146	0.0330944737029436	0.0704015326361006	0.145800327168471	0	0	0	0.000331058193716502	-2.10052355965302e-20	5.42101086242752e-20	0	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	1.0842021724855e-19	0.0153988436837967	0.0309418998640532	0.00165364459587615	0.00364986870036615	0.0248065912612497	0.0372613957139512	0.0896019326233885	0.138561566885056	0.122544428951363	0.0258683536901196	0.0480580659227254	0.0909626029640801	0.10157845853771	0.408854401310949	0.731109055291755	0.798178474291341	0.819237650824556	0.0188802855494281	0.0342300140107908	0.0140257201165265	0.0159827595604557	0.0302851051392706	0	0.0117626101379296	0.0121094532242654	0.111806004206736	0.037636940080838	0.0470388063809068	0.00194359174974255	0.195679320563359	0.133968610776143	0.00389648197061074	0.0391382242369473	0.0505388830784013	0.0385423746223079	0.248978140755702	0.0144951401889496	0.0282606026239714	0	0.00675608266986063	0	0	0.0158647285634582	-3.0311638954137e-20	5.08146947862254e-19	0	0	0.0343673439630444	0	0.16537963460029	0.173113233207506	3.93809099982417e-19	0	0	0.0238606073090497	0	0	0
"hsa-miR-410-3p"	0.0113407325794684	0.0149248432499556	0.0218066787517699	0.0948476519355483	0.134559572605003	0.288371135488589	-3.46944695195361e-18	0	0	0.00172926138999549	0	0	0.00241984603057787	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	0.00415617780308743	8.93560781838238e-21	-6.7762635780344e-21	0.0324504955409993	0	0	0.000136958178068607	0.116676314875926	0.236377531865098	0.233923777109302	0.0213887092691405	0.142267668004333	0.142380929795616	0.0565958627163378	0.202079404025295	0.342209506590382	0.67143117849648	1	0.0419135255661292	0.0430724590492775	0.0512004583274689	0.152497598147326	0.0306205309449717	0.00778924703717985	0.0171011177068651	0.0296320546519412	0.00609929184149066	0.00168575323054434	0.0374514309725889	0.0991421868674717	0.182062078963999	0.244823353520764	0.0141142560936087	0.0485541683734144	0.0693405748746228	0.0103644096525669	0	0.0551447797915703	0.0635275067212703	0	0.000244689140615294	0.00212866231380551	0	0	0.00856722997394273	0.0038067765724077	0	0	0.0526710787447751	0	0.174560765888641	0.1703675450609	0.0129024260835592	0	0	0.00516567912468379	0.00680708494166882	0.00800710399841412	0
"CTD-2540B15.12:lincRNA"	-1.80631046529011e-19	2.27048618741799e-08	0.0565259022628456	0	0.0896856712613422	0.0929758653595714	0	0	-7.79165237059276e-22	0.0159110716937103	0	0.477939036756811	0.253114017914114	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	0.0173071192118521	0.365914921289613	0.254982006069424	0	0	0.0804123227389177	0	0	-1.433548855266e-18	0	0	0	0.0353508541809121	0	0	0.0257743157334496	0.00417084107020042	0	0.0213661825258888	3.80244824017825e-21	0.0449517036471491	0.00727502287067542	0.00183252392237373	0.0237045599438168	0.0207363653400571	0.010087898033589	-3.46944695195361e-18	0.0113221004401663	0	0.00563373415435639	0.0392577798369329	0.0564247264544118	0.104972961084333	0.030699489285436	0.170358872605056	0	0.102763848785561	0.00473919476879544	0	0.0173162321205486	0	0	0.0899612464362233	0.221564868268591	0.211321808352351	0.111202784906732	0.412804535428965	0.252115592934988	0.214168413155027	0.796100487977039	0.255053623026054	0.248602749464676	0.698098844010082	0.577400050881	0.772379997646075	0.0466923496128625	0	0.256382018987148	0.0687705014165421
"RNU2-28P:snRNA"	0	0.0283314142244823	0.0273680161870757	0.0285523445008688	0.0545007627532906	0.165140376573497	0.0611585806959336	0.00582057986884425	0.01182097141674	0.000526632417448452	0.16766334794401	0.136215729824307	0.0979003522300757	0.667196175812509	0.683293257379138	0.723698316529119	0.16633127576438	0.648009523207807	0.795675195817898	0.423005085730899	0.325980783445164	0.0897187038970858	0.0537612407631389	0.0246646990650193	0.0159236616391213	0.126348845722756	0.00434220611162298	0.0649369119465191	0.0755375902189859	0.0887031889952537	0.0991795799926429	0.072827257635206	0.0558951976491305	0.086277335621284	0.0139632896680049	0.0205048609083896	0.0209570996445642	0.0233124257838928	0.00552789772199221	0.0167549911762293	0	0.00305818163789355	0.0030402187181607	0.0133238328141874	0.0405948379356491	0.0204309173821649	0.00918172073616647	3.59315848188199e-19	0.0300104222192321	0.0724975886488735	0.0386045246480095	0.132780199632055	0.450699099028836	0.0115883507579422	0.0192708650289117	0.0561573599994405	-1.73472347597681e-18	0.00836494620462276	0	0.0150815867035501	0.0142362047370875	0.0256744125675927	0.0155543952662147	0	0.0246424901942989	0.00144107427659633	0.0836826964787375	0.130390286513093	0	0.155318338417034	0.0471772593143125	0.00447986434050836	0.014564623071217	0	0.225750436430513
"RNU6-671P:snRNA"	0.031848722021035	0.0905316080923477	0.0697598494957329	0.0684832118635419	0.076531104486747	0.136574208797356	0.0342259554280704	0.0454151689615282	0.0263119737229291	0.00356381450614772	0.266803912421149	0.358301062069016	0.176103226291902	0.683293257379138	0.646793273259197	0.723698316529119	0.632005549910131	1	1	0.131447987192622	0.184891582074214	0.130039287056395	0.0506235720491293	0.0784240783604893	0.0607981668294973	0.136981621334578	0.0294321973214861	0.0397183512814997	0.0525243330494515	0.0410573893140021	0.0121173612571374	0	0.0431596639787652	0.072653138299241	0.0262562633414254	0.0255269793658528	0.015863467702247	0.00691441574463044	0.00603369643754012	0.00631483037063377	0.000919262310202984	0.00442505327464799	0.0481708158322477	0	0.0187075057765652	0	0.012562244642548	0	0.029661105750801	0.120151730027677	0.029217129746559	0	0.197169030916622	0.0025314426237631	0.0426878354828883	0.0658102596022463	0.0187358649402007	0.00434312536031559	0.00345628833859782	0.0160216498404455	0	0.00562807748227363	0.0163136486709518	0.00213413083021219	0.0280635673957711	0	0.0762690371535651	2.27048618741799e-08	0.0385930798207638	0.0669205950372683	0.0798855549257734	0.040330760152263	0.0237615804918718	0.0102756103252685	0.0652788647809016
"RNU2-16P:snRNA"	0	0.026517718281024	0.0249363126906592	0.0275134724933447	0.0525156101273895	0.161097088254847	0.0610529420806113	0.00544223383905704	0.0117229900718633	0.000540054619265449	0.346258301703229	0.0517069123455211	0.100463280497318	0.667196175812509	0.683293257379138	0.723698316529119	0.160247548970941	0.648449574105514	0.788215450937428	0.416123854910741	0.348975449744432	0.0812561470695855	0.0473416293174191	0.0234896128414648	0.0147295715837456	0.141775532431391	0.00447569570901897	0.0664226825936714	0.080333279670337	0.0973414540830151	0.105085756765335	0.0675475311209179	0.0502192688624177	0.0810243828660246	0.0138043818676016	0.01956146591165	0.0204917243234451	0.0213252945871465	0.00608874226707134	0.0165579206127261	0	0.00351882197808124	0.00351485576788105	0.0103813691586018	0.0390973711127033	0.0151400410043393	0.00834717665864635	3.62941586068357e-19	0.0265319935979659	0.0676962646105257	0.039227366042769	0.148593759284621	0.310514606860947	0.00973447633703542	0.0240716895933398	0.0526825452496693	1.73472347597681e-18	0.00829233753133668	0	0.0135312412703045	0.0146051269333531	0.0233205618670778	0.0214206450954046	0	0.0244204044463532	0.00154949832797739	0.0829630231790321	0.125867151712498	8.67361737988404e-19	0.149199497472549	0.0457382027504729	0.0043936648465697	0.0140275064317369	0.00609351432110329	0.209470489929066
"RNU6-761P:snRNA"	0.0215197042995129	0.078749427981604	0.0624532255597855	0.0602880846936596	0.0666833154490836	0.136489033873303	0.0438884287377317	0.0278521364250402	0.0291028576934136	0.00243343319690497	0.257580844059463	0.340214744995805	0.169293167881494	0.683293257379138	0.646793273259197	0.723698316529119	0.615687522445466	1	0.992965969295036	0.133893374409099	0.179862044814686	0.144642160673425	0.0576186369117728	0.0777166845024998	0.0496875838005721	0.116966104047253	0.0326597818433729	0.042344633144036	0.0551062295578742	0.0447632030437948	0.0190301010367943	0	0.0479231131214439	0.0825050564543747	0.0230067034693598	0.0218762523989343	0.0137751094005842	0.00947107936985872	0.00542282495169024	0.00679617616628747	0	0.00686413811261212	0.0470798278756983	0.000724263211599105	0.0205260622224596	0	0.0163423842065344	7.52213454462127e-05	0.0318366106592293	0.124719478475648	0.0289192442945793	0	0.19480793560461	0.0019524600541955	0.0381391856532592	0.0659675354091704	0.0240453309333203	0.00671934907436656	0.0018871832359136	0.0105010895970884	0	0.00232394717383169	0.0208154061705613	0.00325497969758357	0.0317061134085293	-3.46944695195361e-18	0.0799996517699115	2.27048618741799e-08	0.0421579063777908	0.0649361619681437	0.0932142890159442	0.0217228423516748	0.0265259349608848	0.00972625820193008	0.0683669852309979
"RNU6-1329P:snRNA"	0.042940168170045	0.0799996517699115	0.0504192445587071	0.0828538293255535	0.0674966104612514	0.180099032994805	0.0353262800533571	0.0615742527401856	0.00485855010952379	0.00580081274937538	0.123549621140547	0.0661287097208978	0.0792536551552443	0.723698316529119	0.701418916721828	0.782393024401761	0.91609503746279	0.814060596959559	0.882661393822527	0.219557463192106	0.215614014331725	0.139110935291	0.0823532621864769	0.0727289536232348	0.0678864453947788	0.103296170137355	0.0414583239286226	0.0455919354224988	0.054710773224186	0.0393460300291316	0.0326619711386423	0.0198245319773399	0.0138776461769392	0.0300937222400041	0.0343575539231753	0.0231137506460583	0.0171317270127517	0.0098716990403903	0.00714940424573793	0.0112101897720089	0	0.0140895624155138	0.0739072418886559	0.00317849747528321	0.0250147016562257	0.0135897542777193	0.0315580910786968	1.97598373917962e-19	0.0369444899173868	0.188028016292916	0.0408617609317675	-1.73472347597681e-18	0.0691434410183302	0.00311610602669281	0.0518056157375727	0.051833352162554	0.0326267909898668	6.7762635780344e-21	0.00433737106411115	0.0187604266211753	0	0.0826124645500368	0.00996177960539699	0.00067469019542971	0.050017311592922	6.93889390390723e-18	0.104601148335146	2.27048618741799e-08	0.0623595877146124	0.12408894449703	0.0847445092831416	0.0604920917287623	0.0347933558791316	0	0
"SCARNA11:snoRNA"	0	0.0721887721311456	0.0957448009386258	0.16194428167301	0.305299804040239	0.331556727949337	0.171819456351897	1.73472347597681e-18	0.134033113078648	0.0149467975256794	0.472183779661137	0.56320149917793	0.228986274351078	0.820267292625856	0.748472651499249	0.782393024401761	0.143922595539096	0.240620859864835	0.385848581394428	0.00522494506589933	0.229335848052832	0.0117590233782601	0.0282434177002537	0.158811008110781	0.0697943214520102	0.108699803403571	0.0470281036547213	0.0264503634102259	0.0297277395877787	0.0276513024670782	0.0344242258381391	0.0312402097182771	0.0285274589878405	0.0399955539522274	0.0516388303612	0.0404453301116873	0.0126525349711868	0.0164282857815954	0.0207474311440642	0.00276485781707539	0.00196625337024474	0.00424420694518687	0.00570465603055464	1.84417379955382e-05	0.00243983342651691	0	0.14024211022671	0.00856301498115557	0.112850415972648	0.469103489588354	0.483415378516227	1.84876199205629e-19	0.102779080078644	0.00158865658627419	0.0203505097815413	0.0652167988801338	0.0878144124481265	0	0	0.0713080100000355	0.0162869417008212	0.00835838939892822	0	0	0	0	0.151087503416071	0.0135631764709695	0.0420586763422409	0.23670541005302	0.129097591660768	0.0525022022814594	0.0888114826460184	0.00498897555071805	0
"RNU6-891P:snRNA"	0.0361123522687766	0.119527343210008	0.0851218405199242	0.0584710179737912	0.0782433419603656	0.258545252780382	0.0373937722918387	0.0951699958093558	0.0586414909515587	0.00960769206229464	0.0139123155241679	0.00241033104386233	0	0.820267292625856	0.723698316529119	0.782393024401761	0.780537019421908	0.812718605436593	0.917401522688877	0.630824208847673	0.243094334284806	0.0662274016659088	0.0189581370989722	0.0325219698921052	0.00777801974409458	0.0144012978696726	0.0130782649378202	0.0330801885828511	0.0592426766098788	0.0550259692411738	0.00387775502182581	0.00697190442042232	0.037099282251916	0.0628491368993893	0.0312486413445426	0.0287790622627028	0.0271055418513989	0.0185077120578372	0	0.0163684037314235	0.00423064019327381	0	0.0154954930133282	0	0.0608442118858973	0.00345432193122288	0.033025198410592	1.81724329734814e-21	0.00664245915918675	0.174733403888001	0.0404472925248663	2.27048618741799e-08	2.27048618741799e-08	0.0126800331685984	0.057965804151933	0.0663320245884531	0.00948370446272201	0	3.63114161743731e-18	0.0441345998241096	0	5.42101086242752e-20	0	0.00848334873528595	0.0316844542882154	0	2.27048618741799e-08	2.27048618741799e-08	0.0531867189686484	0.182022837913722	0.133994568292503	0.0373227230463898	0	0.0282918958692609	2.27048618741799e-08
"RNU6-21P:snRNA"	0.0310307561036921	0.107881069621037	0.0811799978788127	0.105025779444763	0.0815974409013603	0.221035602334928	0.0422405483843535	0.0506377511752111	0.0160856096545173	0.0088581242521563	0	0.10038416335044	0.0111377008992969	0.820267292625856	0.748472651499249	0.782393024401761	0.666030825682223	0.759564136160989	0.833219386496569	0.507421396981297	0.307320011090664	0.0999494258613907	0.0202046889150997	0.0368356272461606	0.0281426529649096	0.0161070395781991	0.0159858290429701	0.0174640321033984	0.0468424308851259	0.0328779615165721	0.0595222728092148	0.00523749149140977	0.0345978687257821	0.10801145256733	0.0264642013611204	0.0248304621483893	0.0261825775187921	0.0147819864205429	0.00291731664880981	0.0177818285558281	0.00331086910348135	0	0.0143154695749379	0.000174882098287594	0.0474105170640454	0.00231201132097561	0.022502338721716	0.00160669738027148	0.0497606516016885	0.161784591328631	0.0391512495796066	2.27048618741799e-08	2.27048618741799e-08	0.0187168126571219	0.0525650808624017	0.0798737041138452	0.0196749451335358	0	5.91041636448999e-20	0.0385908124460991	0	0	0	0	0.0194794402026019	0	2.27048618741799e-08	2.27048618741799e-08	0.0372513311118885	0.179682702320265	0.106576011579238	0.0228843574207998	0	0.0278122658232116	2.27048618741799e-08
"hsa-miR-1283"	0.158135218363247	0.459306400389201	0.467775535894895	0.548461095584082	0.463653912161548	0.418158698470477	0.180183027380592	0.221363218945212	0.0404839484390365	0.00293650371418954	0	0	0	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	0.0128563976418378	2.27048618741799e-08	0.0052041852576431	0.0838154330187589	0	0	2.27048618741799e-08	0.0493143973371091	0	1	0.0321465553721549	0.00537876367467996	2.27048618741799e-08	0.00746392443862998	2.27048618741799e-08	0	2.270486187418e-08	0	0.0408552873935629	0.0251500095574325	0.0274150285976838	0.100758861860234	0.0623335270605117	0.00634033349911005	0	0.0149153503787803	0.039021187356899	0.0128886188192985	0.0158857619201187	0.0472466341583906	0.0139225594969748	0.0179959501270225	0.0176078474158598	0	0	2.27048618741799e-08	2.27048618741799e-08	0.0112317881945284	0.087137229941661	2.27048618741799e-08	0.00867904035278007	0	0	0.0103295040225993	0.0332510370246913	0.13183113731757	0.0505198632186236	0.0257522845762051	0	0.0316874182289731	0.493018133309176	0.488025081925495	0	0.008754171801483	0	0	0	0.00933297629855812	2.27048618741799e-08
"hsa_piR_017033"	0.0161371014142281	0.187142029984147	0.174560765888641	0.073571808248536	0.10728986069483	0.0847963940676042	0.0191552274005698	0.0340563282405857	0.0220534011492331	0.0109730048641622	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	0.0267325586268876	0.0220946018828743	0.0493351201218114	0.0411169846360582	2.27048618741799e-08	0.00583400611696204	0.012247872564221	0.0491032623828815	0.0991276431554934	0.297197276350809	0.0160311331908104	0.00209068166708259	0.00225178662781593	0.000467795427399783	0.000267586705546088	9.02662788547173e-05	0.00325738788032419	0.00190648507888114	0.0997387681291389	0.0642363755745973	0.0403464684976541	0.0533724236579033	0.0477506617814478	0.0456610727416289	0	0.0162449141144789	0.0887250851232934	0.00510202339754873	2.27048618741799e-08	2.27048618741799e-08	0.367141868643395	0.0583850076209525	0.058323745751279	1	0.860333364794192	0	0.10928199248494	0.00854356741057428	0.0340910811487058	0.0122336469682198	0.0045016450229972	0.0446367988321874	0.0697003644137912	0.192775840619781	0.0467077190823116	0.121440325152338	0.0793490251941494	0	0.0854384729632611	0	0.174190699421555	0.175043341312665	0.00785368369987601	0.234600503069306	0.0725944055921396	0.056098118366019	0.0357954462519484	0.0141270087089334	3.46944695195361e-18
"RNU2-59P:snRNA"	0	0.076168752096597	0.071244498356954	0	0.0422210118657184	0.0863207302401629	0.00999441792313876	0	0.0112608981246256	0.00208852063192525	0.182297609223245	0.237175564339359	0.140497399038408	0.160177812122604	0.161043708822202	0.158597687258075	0.572023787686303	0.435855756758387	0.379525322017393	0.0699850518822464	0.124504132261556	0.0456341141204669	0.0121352611542864	0.142940302041625	0.0567858501403177	0.164868657043701	0.00274539575729283	0.00733979356401812	0.012622082792032	0.105407961836994	0.0210944399692639	0.00924378810654977	0.0561042351000305	0.0493635096144325	0.0265641156390337	0.0205825325368415	0.0257346921389748	0.00284663873491634	0.0051268537993103	0.0048344774920052	0	0.00478696864963249	0.0490967850576162	0.0231322559490024	0.00367828350768043	0.00423261853237521	0.0175252426568677	1.0628182082384e-19	0.0953027415656766	0.100688086770435	0.185081804683165	0	0.33736431141985	0.0207148801244626	0.128494814735702	0.401369466418482	0.40341438255746	0.0110491027398191	0.00129627450541091	0.034737979662208	0.0131673675522519	0.00511313076704772	0.0415970008630261	0.0503355920306137	0.0353405908883947	0.0304263782622114	0.075628852614544	0.0674462987664846	0.125750538060768	0.312330391958506	0.0521044554976517	0	0.0462082515446428	0.0263455990107983	0.165483758281293
"Y_RNA.320:misc_RNA"	0.0217293209952367	0.0231584406767107	0.0173554300443967	0.0377544059818935	0.047445319827612	0.0490191846364954	0.00590765678588831	0.0226906063923517	0.00759471718452708	0.00256007895244473	0.00401291357399236	0	0.0281816417783468	0.16358447288282	0.162802124717658	0.160599860643521	0.00991823898534664	0.00760321521608067	0.0128200683402458	-6.93889390390723e-18	0.00366626423747431	0.000414781122480876	0.000445504500671973	-4.33680868994202e-19	0	0.0571096101665453	0.00823304977177197	0.00228897229252373	0.00215956962640275	0.00402159274847476	0.00185382534929399	0.00058975867137361	0.00308921769445579	0.00285213065846675	0.0574379995318123	0.041640765508656	0.0450432896898967	0.0341651063705563	0.133106606399963	0.221608975378411	0.795713659372618	0.144550989104957	0.0227752889839158	0.00164720391277844	0.0840519196584529	0.128467266901487	-2.16840434497101e-19	0	0.0283506755197379	0.0164823604704361	0.0567203116912025	0.0182611067947055	0.0745225158218599	0.0456575492488134	0.0654319512124971	0.0011081441522537	0	0.0177477179713849	0.13466226409087	0.153921271953775	0.0257979181979365	-3.71779642580258e-18	0.0261818177497943	0	0.0213809853968581	0	0.0102812115156864	0.00958506140617855	0.0774957136806803	0	0	0.020888387290723	0.00967079996778451	0.000495131966724984	0
"Y_RNA.348:misc_RNA"	0.0203324534206733	0.00612911024133435	0.00467496699400029	0.0818949863550914	0.0624739513794407	0.111851898302377	0.0369556806162545	0.0958833783332625	0.0279247718762738	0.00183536767913005	0.0405142881962055	0.0184953644936733	0.17567697194738	0.160599860643521	0.16248338587098	0.167540228579917	0.0109249310556017	0.085614894565243	0.136329531381267	0	0.0765169798923048	-2.16840434497101e-19	0.0170754765663475	0	0	0.0124338512905885	0.000909126916373403	0.00818640504971872	0.00908979997465604	0.011788612961905	0.00683268809113458	0.00260318213814312	0.0132352997617439	0.0128830646978067	0.0640116707871537	0.0656293047647409	0.0549000977815083	0.00809017778397033	0.0441600658610566	0	0.645535236041614	0.0427111791062557	0.062858469970894	0.00327743886579862	0.117284015478098	0.119410434536336	0.0266469643603225	0.341521897194856	0.0149613806940724	0.0128053463054417	0.238662480210751	0.0765690129178149	0.565531018784705	0.0133036831785555	0.0346854673832205	0.0168613320088083	0.0558371265505295	0	0.0410054088386316	0.0459069686242135	0.0136772084572471	0.00512667831163821	0.00441586523810102	0.00435503233918461	0.00521927319373591	0.00125623072427155	0.00193657616026573	0.00236207909081254	0.160463755041809	0	0	0.0109692969891789	0.0380121570352532	0	0.0819527837915969
"SNORD42A:snoRNA"	0	0.0321395139719708	0.0219146749919509	0.00217572475086163	0.0260337902754536	0.0666088685274267	0.01857303930849	-1.73472347597681e-18	0.0222290819123286	0.0122278495435834	0.0337567799025764	0.16692073822306	0.132175255626482	0.298545149422794	0.280682153675542	0.276097260280936	0.0281074428408205	0.0451218665618407	0.0401042173145302	0.133900682266029	0.089639017391179	0.00633425036860124	0.00517614905569338	0.0295426986075204	0.0451791436207604	0.762192817736835	0.0266883036392713	0.000370970949011085	0.000632456550013997	0.000980032124446187	7.78152504395181e-05	0	0.000561476219037503	1.24591006992928e-05	0.07084937922872	0.0249848363288409	0	0.0528297635570614	0.0631155448589496	0.0244942792639054	0.00106428637382165	0.0137104242934107	-1.23204284015181e-21	0.00052051030384021	0.105802257277116	0.323298364782762	0.12112543460748	0	0.134148675945014	0.34511810776128	0.727664324525835	3.13894733703966e-20	0.0961845789724376	0.00594525245486497	0	0.0149910620392339	0.00987206221146185	0.0934436088254196	0.0296827053291496	0.0692965422786229	0.0742596693727332	0.148036562331834	0.0610843042541671	0.0261838263317724	0.0303810785175111	0	0.0534712330871381	0.0199233775418517	0.00626220826017449	0.156688070971421	0.0453288342964349	0.0401038763432794	0.0869429084284537	0	0
"RNU6-42P:snRNA"	0.0219175818740607	0.109098840062277	0.102949766180727	0.0891286550625488	0.0946949070889781	0.197904763739316	0.0658994151558922	0.0444277901942386	0.0625754195082044	0.00236868532927722	0.248127044930844	0.270242728984673	0.157721433876639	0.435002692146288	0.408344411131786	0.422498329243066	0.562455188386724	0.929687071925955	0.830716311269216	0.113316105095825	0.15141172508848	0.155043089596304	0.0944985395323035	0.0697460235559152	0.0183904887907713	0.103626327781285	0.027582679892987	0.0274360250771507	0.0353036810607666	0.0701741246852564	0.0166104352761599	0.00490312523796607	0.0473898917161931	0.0511238713622786	0.0317501752219016	0.0250147584659095	0.0285663635505427	0.017210217703636	0.00364768921374751	0.0123680900440816	0	0.0135260003238107	0.0572958797531218	0.00600797735929737	0.0227577050103786	0.000876252158087779	0.0108638194663704	1.82132352378648e-19	0.0290327481628102	0.100392704646837	0.0595814979148792	0	0.101562934868298	0.00441160482500469	0.00895469279868341	0.0367751960696008	0.0631897339195162	0.00262925030377735	0.0166624465549396	0.00402413176716047	0	0.0104908784911153	0.0393455990442261	0.00498227799727259	0.0307185887490945	0	0.0874697182401001	0.0876418695010094	0.0344771519445581	0.112744665685103	0.100754148814387	0.027199017624762	0.0158034707061776	0.0412013232149943	0.00816144731512044
"RNU6-1:snRNA"	0.0211295642258255	0.104822570379916	0.0971125240798692	0.0795479960538876	0.091540265601666	0.181213578943304	0.0584324151903975	0.0394004789264781	0.0521987253402482	0.00203173952845972	0.265209726117533	0.315924793018337	0.172366434996223	0.509272611768172	0.47269489188988	0.493018133309176	0.584188570145125	0.974386821247166	0.88967024549996	0.123730684106996	0.171788367315376	0.14619430099169	0.0829646239264492	0.0688367977046991	0.0287594095686979	0.111839683560661	0.0278652196151323	0.0313833504791183	0.0408628012856667	0.0442893656740994	0.0137548058135663	0	0.0301547249325753	0.0494983610483515	0.0329308048389894	0.0257196092134232	0.0217942164830432	0.0124218855779119	0.00452985721105749	0.00978285970044354	0	0.0104253425807241	0.0577311657240877	0.0050705193146318	0.0215599205888927	0.00249117415739559	0.00768799846989613	1.02153576555262e-19	0.0182245404833675	0.111967538426103	0.073116361569771	0	0.142900213788426	0.00348815093530692	0.0159657305164847	0.0257120407550166	0.0408197477499317	0	0.0105724283706864	0.00801966730591999	0	0.00835328889968648	0.0352302134399735	0.0100867155185977	0.0277842846853741	0	0.0844196192621435	0.0696416071453191	0.0446072365547391	0.0865985107896279	0.0904457249322654	0.0291640745296021	0.0149755663369998	0.0271473912234194	0.0466516611961475
